timesteps,betas,alpha_bars,snr_linear,snr_db,mse_to_x0,kl_to_unit
729,0.006926894,0.1668525,0.20026766,-6.9838915,0.9319147,92.24722
730,0.006955683,0.16569194,0.19859804,-7.0202503,0.93174344,91.417694
731,0.006984353,0.16453469,0.19693778,-7.0567093,0.9311122,90.5935
732,0.0070136786,0.1633807,0.19528678,-7.0932713,0.9291431,89.77461
733,0.0070436597,0.1622299,0.19364488,-7.12994,0.92762095,88.960945
734,0.0070723295,0.16108255,0.1920124,-7.166707,0.9262046,88.15246
735,0.0071029067,0.1599384,0.19038889,-7.2035837,0.9404335,87.34915
736,0.007133484,0.15879747,0.18877438,-7.2405696,0.93788373,86.550995
737,0.007163346,0.15765996,0.18716902,-7.27766,0.9355438,85.757996
738,0.007194519,0.15652567,0.18557253,-7.3148627,0.94713765,84.96999
739,0.0072247386,0.15539481,0.18398514,-7.352172,0.939521,84.187225
740,0.007255852,0.1542673,0.18240668,-7.3895926,0.9464617,83.40945
741,0.007286489,0.15314323,0.18083723,-7.427121,0.93969524,82.636765
742,0.0073191524,0.15202235,0.17927636,-7.4647694,0.9527676,81.86902
743,0.007350862,0.15090485,0.1777243,-7.5025315,0.9494904,81.10626
744,0.0073822737,0.14979082,0.17618114,-7.5404053,0.9498778,80.34842
745,0.0074144006,0.14868023,0.17464674,-7.578395,0.95094085,79.59564
746,0.0074468255,0.14757302,0.173121,-7.616502,0.9556274,78.847725
747,0.0074795485,0.14646925,0.17160395,-7.654727,0.94880146,78.10466
748,0.0075123906,0.1453689,0.1700955,-7.693072,0.96088296,77.36662
749,0.007546127,0.14427194,0.16859555,-7.7315383,0.9611734,76.63318
750,0.0075790286,0.1431785,0.16710421,-7.770126,0.95744586,75.904724
751,0.0076126456,0.14208853,0.16562144,-7.8088336,0.96030223,75.181
752,0.0076472163,0.14100195,0.164147,-7.8476706,0.9611178,74.46209
753,0.0076807737,0.13991894,0.1626811,-7.8866286,0.96378565,73.74788
754,0.007714689,0.13883951,0.16122374,-7.92571,0.9653224,73.03858
755,0.007750511,0.13776344,0.15977453,-7.964924,0.9640864,72.33388
756,0.007785499,0.13669088,0.15833364,-8.004268,0.9719297,71.63374
757,0.007820189,0.13562194,0.15690117,-8.043738,0.9662877,70.93845
758,0.007855713,0.13455652,0.15547696,-8.08334,0.97283477,70.24766
759,0.007891536,0.13349466,0.15406097,-8.123074,0.97014594,69.56153
760,0.007927716,0.13243636,0.1526532,-8.162941,0.9722122,68.880005
761,0.007963955,0.13138165,0.1512536,-8.202943,0.9779108,68.203064
762,0.0080013275,0.13033041,0.14986199,-8.243085,0.98025805,67.53076
763,0.008037627,0.12928286,0.1484786,-8.283361,0.9828785,66.86289
764,0.008074999,0.1282389,0.14710326,-8.323776,0.98223484,66.19949
765,0.00811249,0.12719858,0.145736,-8.364331,0.98487747,65.54071
766,0.008151054,0.12616177,0.14437658,-8.405032,0.98172396,64.88623
767,0.00818795,0.12512876,0.14302534,-8.445869,0.9862468,64.23628
768,0.008227646,0.12409925,0.14168186,-8.486857,0.9872328,63.590725
769,0.008265972,0.123073444,0.14034635,-8.527988,0.9872349,62.94967
770,0.008305669,0.12205124,0.13901864,-8.569269,0.9880717,62.312782
771,0.008344531,0.121032774,0.13769884,-8.610697,0.9857557,61.680363
772,0.008384287,0.120018005,0.13638689,-8.652274,0.9891068,61.052345
773,0.008424401,0.119006924,0.1350827,-8.694002,0.9951653,60.428596
774,0.008464932,0.11799954,0.13378626,-8.735885,0.9939686,59.80917
775,0.008506358,0.11699579,0.13249743,-8.777925,0.99679494,59.193962
776,0.008546948,0.11599583,0.13121639,-8.820119,1.0001433,58.58307
777,0.008588374,0.11499962,0.12994303,-8.862469,0.9957061,57.97644
778,0.008630276,0.11400714,0.12867726,-8.904982,1.0022379,57.373837
779,0.008672535,0.11301841,0.12741911,-8.947654,0.9990412,56.77569
780,0.008715153,0.112033434,0.12616852,-8.99049,1.0088303,56.181503
781,0.008758783,0.11105216,0.1249254,-9.033493,1.0122442,55.591476
782,0.00880146,0.110074736,0.12368987,-9.076658,1.0123825,55.005737
783,0.00884521,0.10910111,0.12246183,-9.119992,1.0095873,54.424
784,0.008890033,0.10813119,0.12124114,-9.163501,1.0171819,53.846367
785,0.008933842,0.107165165,0.12002798,-9.207175,1.0137818,53.272804
786,0.008978784,0.10620295,0.118822224,-9.251023,1.0119984,52.70342
787,0.009024143,0.10524456,0.117623836,-9.295047,1.0184399,52.13794
788,0.00906986,0.10429001,0.116432786,-9.339248,1.0168536,51.57646
789,0.00911665,0.10333923,0.11524898,-9.38363,1.0242425,51.01897
790,0.009162605,0.102392375,0.11407253,-9.428189,1.0166016,50.46556
791,0.009209633,0.10144938,0.11290335,-9.472932,1.023858,49.916084
792,0.009257019,0.10051026,0.111741416,-9.5178585,1.0201097,49.370377
793,0.009304881,0.09957503,0.1105867,-9.56297,1.022395,48.828823
794,0.00935322,0.098643675,0.10943916,-9.608273,1.0277596,48.291107
795,0.009402692,0.09771616,0.10829869,-9.653769,1.0258195,47.757103
796,0.0094512105,0.09679262,0.10716545,-9.699451,1.0334876,47.227173
797,0.00950098,0.095873,0.1060393,-9.745331,1.028808,46.70092
798,0.009551883,0.09495723,0.104920164,-9.79141,1.0349587,46.178658
799,0.009601772,0.094045475,0.103808165,-9.837686,1.0291841,45.660034
800,0.009652197,0.09313773,0.10270329,-9.884156,1.034627,45.145363
801,0.009705305,0.0922338,0.10160524,-9.93084,1.0333713,44.634304
802,0.0097568035,0.091333896,0.10051425,-9.977724,1.0415161,44.12713
803,0.00981009,0.0904379,0.09943015,-10.024819,1.0406816,43.62361
804,0.009862661,0.08954594,0.098353066,-10.072121,1.0440199,43.123844
805,0.009916306,0.088657975,0.09728288,-10.119637,1.0450242,42.62773
806,0.009969771,0.087774076,0.096219674,-10.167361,1.0456368,42.135406
807,0.010026157,0.08689404,0.09516315,-10.215311,1.0432577,41.646664
808,0.01008147,0.08601802,0.09411348,-10.263482,1.0472643,41.16159
809,0.010136545,0.08514609,0.09307069,-10.311871,1.0504409,40.68005
810,0.01019299,0.0842782,0.09203473,-10.360481,1.0401332,40.20221
811,0.010250151,0.08341434,0.0910055,-10.409325,1.0446182,39.72802
812,0.010308504,0.08255446,0.08998296,-10.458398,1.0534636,39.257244
813,0.0103651285,0.081698775,0.08896729,-10.507696,1.0507326,38.79029
814,0.010425627,0.08084701,0.087958165,-10.557238,1.0539644,38.32663
815,0.010484219,0.079999395,0.08695581,-10.607014,1.0608151,37.866634
816,0.0105443,0.079155855,0.0859601,-10.65703,1.0571134,37.410095
817,0.010605931,0.07831634,0.08497095,-10.707294,1.0541995,36.956932
818,0.01066643,0.07748098,0.08398849,-10.757803,1.0595057,36.507454
819,0.010728538,0.076649725,0.08301262,-10.808558,1.0677681,36.061295
820,0.010791123,0.075822584,0.08204332,-10.859568,1.066716,35.618668
821,0.010855377,0.074999504,0.081080504,-10.910835,1.0673041,35.17943
822,0.010918558,0.07418062,0.08012429,-10.9623575,1.0662564,34.743553
823,0.010983348,0.07336587,0.07917458,-11.014142,1.0625575,34.31117
824,0.011048853,0.07255526,0.07823136,-11.066191,1.0647441,33.88212
825,0.011115074,0.0717488,0.077294596,-11.118508,1.0729152,33.45636
826,0.011181951,0.07094651,0.076364286,-11.171097,1.0737474,33.034027
827,0.011250496,0.07014833,0.07544034,-11.223964,1.0751255,32.61508
828,0.011318207,0.06935437,0.07452285,-11.277105,1.0722289,32.19928
829,0.011387348,0.06856461,0.073611766,-11.330528,1.0772134,31.78694
830,0.011457384,0.067779034,0.07270705,-11.384234,1.0790291,31.377802
831,0.011529148,0.0669976,0.07180861,-11.438235,1.0764467,30.971897
832,0.011599958,0.06622043,0.070916556,-11.492523,1.07714,30.569273
833,0.011672437,0.06544748,0.070030816,-11.547109,1.0840776,30.169928
834,0.0117458105,0.06467874,0.069151364,-11.601992,1.0789056,29.773825
835,0.011820793,0.063914195,0.068278134,-11.657185,1.0886879,29.380968
836,0.01189518,0.06315392,0.06741121,-11.712679,1.0835589,28.991219
837,0.011971056,0.0623979,0.066550516,-11.768485,1.0874101,28.604671
838,0.012048006,0.06164613,0.06569603,-11.824608,1.082453,28.221195
839,0.01212579,0.060898624,0.06484776,-11.88105,1.0841082,27.840979
840,0.012205601,0.06015532,0.0640056,-11.9378195,1.0884719,27.463923
841,0.012284398,0.059416346,0.06316966,-11.994915,1.0931623,27.089878
842,0.012365162,0.058681656,0.06233986,-12.052341,1.0925982,26.71906
843,0.01244688,0.05795125,0.06151619,-12.1101055,1.0986594,26.351213
844,0.0125306845,0.057225082,0.060698565,-12.168216,1.097367,25.986586
845,0.012613475,0.056503274,0.059887093,-12.226667,1.0959969,25.624884
846,0.012698412,0.05578577,0.05908169,-12.285471,1.0995555,25.26622
847,0.012784302,0.05507259,0.058282353,-12.344628,1.1062601,24.910711
848,0.012871444,0.054363728,0.057489045,-12.404148,1.1021053,24.558212
849,0.012960553,0.053659145,0.05670171,-12.464038,1.1024184,24.208677
850,0.013049006,0.052958943,0.05592043,-12.524295,1.1060438,23.862127
851,0.013139486,0.052263092,0.05514515,-12.584927,1.0999546,23.51853
852,0.013231158,0.05157159,0.05437584,-12.64594,1.1057321,23.17801
853,0.0133241415,0.050884444,0.053612486,-12.70734,1.1009965,22.840399
854,0.01341939,0.050201606,0.05285501,-12.769137,1.106598,22.505684
855,0.0135138035,0.04952319,0.052103523,-12.831329,1.1104629,22.173874
856,0.013610482,0.048849154,0.051357947,-12.893924,1.112798,21.845032
857,0.013708651,0.0481795,0.05061826,-12.956928,1.1174024,21.519184
858,0.0138091445,0.04751418,0.049884398,-13.020352,1.11678,21.196047
859,0.01390779,0.046853364,0.049156513,-13.084188,1.114053,20.87586
860,0.0140122175,0.046196844,0.048434358,-13.148464,1.1205087,20.558624
861,0.0141147375,0.04554479,0.0477181,-13.213167,1.1210938,20.244143
862,0.01421994,0.044897143,0.04700765,-13.278314,1.123138,19.932451
863,0.014327645,0.044253875,0.04630296,-13.343911,1.1230636,19.62364
864,0.014434695,0.043615084,0.045604113,-13.409959,1.1211214,19.317694
865,0.014544547,0.042980723,0.04491103,-13.476469,1.1261072,19.014484
866,0.014655888,0.042350803,0.044223715,-13.5434475,1.1268163,18.714102
867,0.014768958,0.041725323,0.04354213,-13.610903,1.1232021,18.416542
868,0.01488471,0.041104253,0.042866237,-13.678846,1.1259308,18.121683
869,0.014999986,0.04048769,0.042196117,-13.747273,1.1267843,17.829594
870,0.015118182,0.03987559,0.04153169,-13.816203,1.1344177,17.540173
871,0.015238106,0.03926796,0.040872958,-13.885639,1.1316934,17.253622
872,0.015359938,0.03866481,0.040219907,-13.955588,1.1315427,16.969707
873,0.01548481,0.038066093,0.039572462,-14.026069,1.1323228,16.688519
874,0.015609324,0.037471905,0.038930714,-14.097075,1.1351721,16.409935
875,0.015736818,0.036882218,0.03829461,-14.168623,1.1408939,16.13415
876,0.015866518,0.036297023,0.03766412,-14.240721,1.140613,15.861074
877,0.015999436,0.03571629,0.037039194,-14.313383,1.1413376,15.590553
878,0.016130745,0.035140164,0.03641997,-14.386604,1.1397877,15.322685
879,0.016269267,0.03456846,0.035806224,-14.460413,1.1396432,15.057484
880,0.016406298,0.034001317,0.035198096,-14.534807,1.1404793,14.79504
881,0.016548038,0.033438664,0.034595493,-14.609804,1.1488667,14.535053
882,0.016689658,0.032880582,0.03399847,-14.685406,1.1456318,14.277689
883,0.016834855,0.03232704,0.03340699,-14.761625,1.1461294,14.02306
884,0.016982555,0.031778045,0.032821033,-14.838476,1.149621,13.770891
885,0.017132819,0.0312336,0.03224059,-14.91597,1.1481223,13.521261
886,0.017287016,0.030693663,0.031665597,-14.994122,1.1534115,13.274216
887,0.017441273,0.030158326,0.031096134,-15.072935,1.1552745,13.02981
888,0.017599463,0.029627556,0.03053215,-15.152426,1.1528525,12.7879505
889,0.017760515,0.029101355,0.029973628,-15.232606,1.1522348,12.548584
890,0.017924488,0.028579729,0.02942056,-15.31349,1.1573558,12.3117485
891,0.01809138,0.028062683,0.028872935,-15.395089,1.1567738,12.077509
892,0.018262684,0.027550183,0.028330699,-15.477427,1.158164,11.845644
893,0.018434405,0.02704231,0.027793923,-15.560501,1.1593932,11.616341
894,0.018610716,0.026539035,0.027262557,-15.644333,1.1567754,11.389509
895,0.018791735,0.02604032,0.026736548,-15.728946,1.16611,11.165131
896,0.01897335,0.025546247,0.026215967,-15.814341,1.1560313,10.943277
897,0.019159913,0.025056783,0.025700761,-15.900539,1.1567998,10.723858
898,0.019349992,0.024571935,0.025190925,-15.987557,1.171325,10.506828
899,0.019543886,0.024091704,0.024686443,-16.075413,1.1669786,10.292328
900,0.019743085,0.023616059,0.024187267,-16.164131,1.1725868,10.080214
901,0.019943178,0.02314508,0.023693467,-16.253714,1.169134,9.870613
902,0.020148814,0.022678735,0.023204995,-16.344183,1.1678696,9.663353
903,0.020358622,0.022217026,0.022721838,-16.435564,1.1685853,9.458437
904,0.0205729,0.021759957,0.022243986,-16.527872,1.1683617,9.255985
905,0.02079308,0.021307502,0.021771397,-16.621136,1.1757746,9.055876
906,0.02101469,0.020859731,0.021304129,-16.71536,1.1761011,8.858215
907,0.021242619,0.020416616,0.020842142,-16.810574,1.1765625,8.66296
908,0.021475434,0.01997816,0.020385424,-16.906801,1.1742095,8.4698925
909,0.021715045,0.019544333,0.01993393,-17.004068,1.1816022,8.279341
910,0.021956563,0.019115208,0.01948772,-17.102388,1.176882,8.091084
911,0.022205055,0.018690752,0.01904675,-17.20179,1.1843567,7.905205
912,0.02245903,0.018270977,0.018611018,-17.302298,1.1870039,7.721592
913,0.022719026,0.017855877,0.018180506,-17.403938,1.1869453,7.540331
914,0.022986531,0.017445434,0.01775518,-17.506748,1.1870887,7.361429
915,0.023256898,0.017039707,0.017335093,-17.610737,1.1820376,7.1847706
916,0.02353537,0.01663867,0.0169202,-17.715942,1.1808068,7.0104446
917,0.023820221,0.016242335,0.016510503,-17.822395,1.1865773,6.8383274
918,0.024114072,0.015850665,0.016105955,-17.930134,1.185241,6.6685295
919,0.02441132,0.015463729,0.015706612,-18.039173,1.1857275,6.5011597
920,0.024717748,0.015081501,0.015312435,-18.149555,1.1863449,6.3358345
921,0.025031805,0.014703983,0.014923417,-18.261314,1.1886334,6.172947
922,0.025353849,0.014331181,0.014539549,-18.374489,1.1979814,6.0122147
923,0.025686085,0.013963069,0.014160797,-18.48912,1.1947156,5.853771
924,0.02602309,0.013599707,0.013787209,-18.605234,1.1950152,5.6975594
925,0.026371002,0.013241068,0.013418747,-18.72288,1.1936581,5.5436306
926,0.026728034,0.012887161,0.013055408,-18.842093,1.194577,5.3919296
927,0.0270949,0.012537985,0.012697182,-18.962925,1.1936635,5.24238
928,0.027473867,0.012193518,0.012344034,-19.085426,1.1994143,5.095045
929,0.027859151,0.011853817,0.011996016,-19.209625,1.2008417,4.9499283
930,0.02825749,0.011518857,0.011653087,-19.335587,1.2016368,4.807167
931,0.028667212,0.011188644,0.011315246,-19.463356,1.2046962,4.6663475
932,0.02909112,0.010863154,0.010982458,-19.593,1.2062159,4.5278816
933,0.029522955,0.010542441,0.010654769,-19.724556,1.2034361,4.3915615
934,0.02997005,0.010226484,0.010332146,-19.858091,1.2094529,4.2574635
935,0.030430794,0.009915284,0.0100145815,-19.993668,1.2046751,4.125534
936,0.030905664,0.009608845,0.009702072,-20.13135,1.2044829,3.9956532
937,0.031395435,0.009307172,0.009394609,-20.271208,1.1995099,3.8680744
938,0.031903386,0.009010241,0.009092164,-20.413322,1.209313,3.7426357
939,0.03242284,0.008718104,0.008794778,-20.557747,1.2057401,3.619215
940,0.032961726,0.00843074,0.008502421,-20.70457,1.2099726,3.4980927
941,0.03351891,0.0081481505,0.008215088,-20.853872,1.2131578,3.3790798
942,0.034097612,0.007870318,0.007932751,-21.005754,1.2103093,3.2620726
943,0.034691036,0.007597289,0.0076554497,-21.160288,1.2206478,3.1473389
944,0.035308123,0.007329043,0.0073831547,-21.317575,1.2179482,3.0346727
945,0.035947382,0.007065583,0.007115861,-21.47772,1.2233407,2.924141
946,0.03661281,0.006806892,0.006853543,-21.640842,1.21457,2.815714
947,0.037297428,0.0065530124,0.0065962374,-21.807032,1.2118926,2.709405
948,0.038010895,0.0063039265,0.006343918,-21.976418,1.2206011,2.605173
949,0.03875202,0.006059637,0.00609658,-22.149132,1.2230785,2.5031261
950,0.03952241,0.0058201454,0.005854218,-22.325304,1.2279848,2.4031887
951,0.040326834,0.005585437,0.0056168097,-22.505095,1.2181184,2.305192
952,0.04115826,0.0053555504,0.0053843865,-22.688633,1.2252476,2.209402
953,0.042027712,0.005130469,0.0051569263,-22.876083,1.2270681,2.1156464
954,0.042934418,0.0049101952,0.004934424,-23.067627,1.2239088,2.0239754
955,0.04388106,0.0046947305,0.004716875,-23.263447,1.2241542,1.9343271
956,0.044873357,0.004484062,0.004504259,-23.463757,1.2280169,1.8468843
957,0.045904458,0.004278224,0.004296606,-23.668737,1.2330565,1.7613411
958,0.046987414,0.0040772012,0.004093893,-23.878628,1.2290162,1.6779685
959,0.048122406,0.0038809965,0.0038961172,-24.09367,1.2338159,1.5966425
960,0.049317062,0.0036895971,0.0037032606,-24.314146,1.2257252,1.5173149
961,0.050564647,0.003503034,0.0035153483,-24.540306,1.2293686,1.4401503
962,0.051880717,0.003321294,0.0033323618,-24.772465,1.235049,1.3648729
963,0.053266823,0.0031443792,0.0031542976,-25.01096,1.2306633,1.2917452
964,0.054728687,0.0029722915,0.0029811524,-25.256145,1.2357669,1.2207422
965,0.056277156,0.0028050195,0.0028129097,-25.508427,1.239166,1.1516514
966,0.05790651,0.0026425906,0.0026495922,-25.768194,1.2367527,1.0846591
967,0.059637368,0.0024849933,0.0024911838,-26.035927,1.2362056,1.0196772
968,0.06147462,0.0023322294,0.0023376814,-26.31213,1.234174,0.95668316
969,0.06343305,0.0021842888,0.0021890702,-26.597383,1.246582,0.8958111
970,0.065509915,0.0020411962,0.0020453713,-26.89226,1.238795,0.8369045
971,0.06773245,0.0019029411,0.0019065692,-27.197453,1.2376151,0.7800274
972,0.07011062,0.0017695248,0.0017726616,-27.513718,1.234595,0.72509646
973,0.0726614,0.0016409486,0.0016436458,-27.841892,1.2386165,0.6722803
974,0.07541001,0.0015172047,0.00151951,-28.182936,1.2433784,0.621469
975,0.078362346,0.0013983129,0.0014002708,-28.53785,1.2511189,0.57258224
976,0.08156115,0.001284265,0.0012859164,-28.907837,1.241988,0.52570474
977,0.08503151,0.0011750619,0.0011764443,-29.29425,1.2373381,0.48091197
978,0.08880991,0.0010707048,0.0010718524,-29.69861,1.2483108,0.43820167
979,0.092945874,0.0009711872,0.0009721313,-30.122707,1.2435932,0.39743042
980,0.097470164,0.0008765254,0.0008772944,-30.5685,1.2430086,0.35850632
981,0.102464736,0.00078671245,0.00078733184,-31.038368,1.240905,0.32181227
982,0.107997775,0.0007017493,0.0007022421,-31.53507,1.2515233,0.28696132
983,0.114169836,0.0006216307,0.00062201737,-32.061905,1.2534256,0.25414598
984,0.121070206,0.0005463697,0.0005466684,-32.62268,1.2531912,0.22340441
985,0.12886679,0.0004759608,0.00047618744,-33.22213,1.2528834,0.19452906
986,0.13773435,0.00041040467,0.00041057315,-33.86599,1.2534904,0.16770327
987,0.14790952,0.0003497019,0.00034982423,-34.56138,1.2517114,0.14294672
988,0.15971565,0.00029384904,0.00029393542,-35.317333,1.2572783,0.120011866
989,0.17353785,0.00024285511,0.0002429141,-36.145294,1.2561994,0.09917402
990,0.18998528,0.00019671621,0.0001967549,-37.060524,1.2574587,0.08037108
991,0.20986295,0.00015543276,0.00015545693,-38.08362,1.2620921,0.06349702
992,0.23434556,0.00011900779,0.000119021955,-39.243362,1.2588933,0.04858151
993,0.2653101,8.743382e-05,8.744147e-05,-40.58233,1.2585745,0.03575149
994,0.30556482,6.071712e-05,6.072081e-05,-42.165913,1.2697154,0.024819344
995,0.35999227,3.8859427e-05,3.8860937e-05,-44.103752,1.266213,0.015877932
996,0.43749225,2.1858728e-05,2.1859207e-05,-46.60167,1.2648038,0.008955371
997,0.5555806,9.714443e-06,9.714538e-06,-50.12131,1.2688291,0.0040035974
998,0.7499682,2.4289197e-06,2.4289257e-06,-56.128014,1.2692244,0.0009632157
999,0.999,2.4288886e-09,2.4288886e-09,-79.05568,1.2718853,0.0
